Kingdom,Higher.taxonomic.group,Order,Family,Genus,species,Sexual.System,Karyotype,notes..Karyotype,Genotypic,Haplodiploidy,notes..Haplodiploidy,Predicted.ploidy,Chromosome.number..female..2N,notes..Chromosome.number..female..2N,Chromosome.number..male..2N,notes..Chromosome.number..male..2N,notes..comments,entry.name,cite.key
Animal,Arthropoda,Acariformes,Acaridae,Troglocoptes,sp.2,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Acaridae,Troglocoptes,sp.3,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Acaridae,Troglocoptes,sp.4,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Acaridae,Tyrophagus,casei,gonochorous,XY,,,,,,10,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Acaridae,Tyrophagus,neiswanderi,gonochorous,XY,,,,,,12,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Acaridae,Tyrophagus,palmarum,gonochorous,XO,,,,,,16,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Acaridae,Tyrophagus,putrescentiae,gonochorous,XO,,,,,,16,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Achipteriidae,Achipteria,species,gonochorous,,,,,,,NA,,NA,,,Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Achipteriidae,Achipteria,coleoptrata,gonochorous,,,,,,,NA,,NA,,,Ross,domes2009parthenogenesis
Animal,Arthropoda,Acariformes,Achipteriidae,Achipteria,punctata,gonochorous,,,,,,,18,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Achipteriidae,Anachipteria,species,gonochorous,,,,,,,NA,,NA,,,Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Anystidae,Anystis,baccarum,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Anystidae,Anystis,salicinus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Arrenuridae ,Arrenurus,sp.1,gonochorous,,,,,,,20,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Arrenuridae ,Arrenurus,sp.2,gonochorous,,,,,,,26,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Arrenuridae ,Arrenurus,sp.3,gonochorous,,,,,,,NA,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Arrenuridae ,Arrenurus,sp.4,gonochorous,,,,,,,NA,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Arrenuridae ,Arrenurus,sp.5,gonochorous,,,,,,,NA,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Arrenuridae ,Arrenurus,bicuspidator,gonochorous,,,,,,,20,,NA,,,Ross,oliver1977cytogenetics
Animal,Arthropoda,Acariformes,Arrenuridae ,Arrenurus,caudatus,gonochorous,,,,,,,26,,NA,,,Ross,oliver1977cytogenetics
Animal,Arthropoda,Acariformes,Arrenuridae ,Arrenurus,maculata,gonochorous,,,,,,,20,,NA,,,Ross,oliver1977cytogenetics
Animal,Arthropoda,Acariformes,Arrenuridae ,Arrenurus,pustulator,gonochorous,,,,,,,23,20/26,NA,,,Ross,oliver1977cytogenetics
Animal,Arthropoda,Acariformes,Astegistidae,Cultroribula,bicultrata,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Astegistidae,Cultroribula,divergens,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Atopochthoniidae,Atopochthonius,artiodactylus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Bdellidae,Bdella,capitosa,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Bdellidae,Bdella,tropica,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Brachychthoniidae,Brachychthonius,berlesei,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Brachychthoniidae,Brachychthonius,pius,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Brachychthoniidae,Eobrachychthonius,latior,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Brachychthoniidae,Liochthonius,brevis,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Brachychthoniidae,Liochthonius,strenzkei,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Brachychthoniidae,Liochthonius,sellnicki,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Brachychthoniidae,Poecilochthonius,spiciger,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Brachychthoniidae,Sellnickochthonius,immaculatus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Brachychthoniidae,Sellnickochthonius,lydiae,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Brachychthoniidae,Sellnickochthonius,suecia,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Brachychthoniidae,Sellnickochthonius,zelawaiensis,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Brachychthoniidae,Synchthonius,crenulatus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Camerobiidae,Neophyllobius,piniphilus,gonochorous,,,,other,type of haplodiploidy not specified,,20,,NA,,,Ross,bolland2001observations
Animal,Arthropoda,Acariformes,Camerobiidae,Neophyllobius,aesculi,gonochorous,,,,other,type of haplodiploidy not specified,,22,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camerobiidae,Neophyllobius,elegans,gonochorous,,,,other,type of haplodiploidy not specified,,22,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Camisia,aff. lapponica,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Camisia,carrolli,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Camisia,horrida,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Camisia,invenusta,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Camisia,segnis,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,palmer1991taxonomic
Animal,Arthropoda,Acariformes,Camisiidae,Camisia,spinifer,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,palmer1991taxonomic
Animal,Arthropoda,Acariformes,Camisiidae,Heminothrus,paolianus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,domes2009parthenogenesis
Animal,Arthropoda,Acariformes,Camisiidae,Heminothrus,interlamellaris,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Heminothrus,longisetosus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Heminothrus,targionii,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Heminothrus,ornatissimus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,palmer1991taxonomic
Animal,Arthropoda,Acariformes,Camisiidae,Plarynothrus,altimontanus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Plarynothrus,brevisetosus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Plarynothrus,carinatus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Plarynothrus,castaneus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Plarynothrus,major,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Plarynothrus,microclava,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Plarynothrus,peltifer,gonochorous,,,,,,,18,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Plarynothrus,banksi,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,palmer1991taxonomic
Animal,Arthropoda,Acariformes,Camisiidae,Plarynothrus,biangulatus ,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,palmer1991taxonomic
Animal,Arthropoda,Acariformes,Camisiidae,Plarynothrus,bicarinatus ,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,palmer1991taxonomic
Animal,Arthropoda,Acariformes,Camisiidae,Platynothrus,peltifer,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Camisiidae,Platynothrus,punctatus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Platynothrus,septentrionalis,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Platynothrus,sibiricus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Platynothrus,skoettsbergi,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Platynothrus,thori,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Camisiidae,Platynothrus,traversus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Carabodidae,Carabodes,femoralis,gonochorous,,,,,,,NA,,NA,,,Ross,domes2009parthenogenesis
Animal,Arthropoda,Acariformes,Carabodidae,Carabodes,granulatus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Ceratoppiidae,Ceratoppia,bipilis,gonochorous,,,,,,,NA,,NA,,,Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Ceratoppiidae,Ceratoppia,species,gonochorous,,,,,,,NA,,NA,,,Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Ceratozetidae,Ceratozetes,cf.,gonochorous,,,,,,,NA,,NA,,,Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Ceratozetidae,Ceratozetes,cuspidatus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Ceratozetidae,Ceratozetes,gracilis,gonochorous,,,,,,,NA,,NA,,,Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Ceratozetidae,Ceratozetes,parvulus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Ceratozetidae,Fuscozetes,species,gonochorous,,,,,,,NA,,NA,,,Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Chamobatidae ,Chamobates,borealis,gonochorous,,,,,,,NA,,NA,,,Ross,maraun2003radiation
Animal,Arthropoda,Acariformes,Chamobatidae ,Chamobates,voigtsi,gonochorous,,,,,,,NA,,NA,,,Ross,maraun2003radiation
Animal,Arthropoda,Acariformes,Cheyletidae,Acaropsellina,docta,gonochorous,,,,other,type of haplodiploidy not specified,,10,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Cheyletidae,Cheyletus,malaccensis,gonochorous,,,,other,type of haplodiploidy not specified,,4,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Cheyletidae ,Cheletogenes,ornatus,gonochorous,,,,other,type of haplodiploidy not specified,,4,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Cheyletidae ,Cheyletus,eruditus,parthenogenetic,,,,,,,4,,NA,,parthenogenesis (obligate),Ross,oliver1977cytogenetics
Animal,Arthropoda,Acariformes,Cheyletidae ,Nodele,simplex,gonochorous,,,,other,type of haplodiploidy not specified,,4,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Cosmochthoniidae,Gozmanyina,majesta,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Cosmochthoniidae,Nipponiella,sp,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Crotoniidae,Austronothrus,clarki,gonochorous,,,,,,,NA,,NA,,,Ross,colloff2009revision
Animal,Arthropoda,Acariformes,Crotoniidae,Austronothrus,curviseta,gonochorous,,,,,,,NA,,NA,,,Ross,colloff2009revision
Animal,Arthropoda,Acariformes,Crotoniidae,Austronothrus,flagellatus,gonochorous,,,,,,,NA,,NA,,,Ross,colloff2009revision
Animal,Arthropoda,Acariformes,Crotoniidae,Crotonia,brachyrostrum,gonochorous,,,,,,,NA,,NA,,,Ross,domes2009parthenogenesis
Animal,Arthropoda,Acariformes,Crotoniidae,Crotonia,caudalis,gonochorous,,,,,,,NA,,NA,,,Ross,domes2009parthenogenesis
Animal,Arthropoda,Acariformes,Crotoniidae,Holonothrus,sp.,gonochorous,,,,,,,NA,,NA,,,Ross,colloff2009revision
Animal,Arthropoda,Acariformes,Cunaxidae ,Cunaxa,capreolus,gonochorous,,,,other,type of haplodiploidy not specified,,22,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Damaeidae,Damaeobelba,minutissima,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Damaeidae,Damaeus,angustipes,gonochorous,,,,,,,NA,,NA,,,Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Damaeidae,Damaeus,verticillipes,gonochorous,,,,,,,18,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Damaeidae,Epidamaeus,species,gonochorous,,,,,,,NA,,NA,,,Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,DAMAEOLIDAE,Fosseremus,laciniatus auct,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,ELLIPTOCHTHONIIDAE,Elliptochthonius,profundus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eniochthoniidae,Eniochthonius,minutissimus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Epidermoptidae,Myialges,pari,gonochorous,,,,other,type of haplodiploidy not specified,,16,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,EPILOHMANNIIDAE,Epilohmannia,cylindrica,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,EPILOHMANNIIDAE,Epilohmannia,pallida,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,EPILOHMANNIIDAE,Epilohmannia,styriaca,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,EPILOHMANNIIDAE,Epilohmannoides,jacoti,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,EPILOHMANNIIDAE,Epilohmannoides,terrae,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eremobelbidae,Eremobelba,gracilior,gonochorous,,,,,,,NA,,NA,,,Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Ereynetidae,Riccardoella,limacum,gonochorous,,,,other,type of haplodiploidy not specified,,10,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eriophyidae,Abacarus,hystrix,gonochorous,,,,other,type of haplodiploidy not specified,,NA,,NA,,,Ross,skoracka2006host
Animal,Arthropoda,Acariformes,Eriophyidae,Aceria,ficus,gonochorous,,,,other,type of haplodiploidy not specified,,NA,,NA,,,Ross,abou2000
Animal,Arthropoda,Acariformes,Eriophyidae,Aceria,oleae,gonochorous,,,,other,type of haplodiploidy not specified,,NA,,NA,,,Ross,abou2010
Animal,Arthropoda,Acariformes,Eriophyidae,Aceria,guerreronis,gonochorous,,,,other,type of haplodiploidy not specified,,NA,,NA,,,Ross,ansaloni2004biology
Animal,Arthropoda,Acariformes,Eriophyidae,Aceria,sheldoni,gonochorous,,,,other,type of haplodiploidy not specified,,4,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eriophyidae,Aculops,cornutus,gonochorous,,,,other,type of haplodiploidy not specified,,NA,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eriophyidae,Aculops,fockeui,gonochorous,,,,other,type of haplodiploidy not specified,,NA,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eriophyidae,Aculops,lycopersici,gonochorous,,,,other,type of haplodiploidy not specified,,4,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eriophyidae,Aculops,pelekassi,gonochorous,,,,other,type of haplodiploidy not specified,,NA,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eriophyidae,Aculops,tetanothrix,gonochorous,,,,other,type of haplodiploidy not specified,,4,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eriophyidae,Aculus,persicae,gonochorous,,,,other,type of haplodiploidy not specified,,4,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eriophyidae,Aculus,schlechtendali,gonochorous,,,,other,type of haplodiploidy not specified,,4,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eriophyidae,Phyllocoptruta,oleivora,gonochorous,,,,other,type of haplodiploidy not specified,,4,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eriophyidae ,Artacris,macrorhynchus,gonochorous,,,,other,type of haplodiploidy not specified,,4,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eriophyidae ,Epitrimerus,pyri,gonochorous,,,,other,type of haplodiploidy not specified,,NA,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eriophyidae ,Eriophyes,tiliae,gonochorous,,,,other,type of haplodiploidy not specified,,4,,NA,,,Ross,helle19961
Animal,Arthropoda,Acariformes,Eriophyidae ,Eriophyes,laevis,gonochorous,,,,other,type of haplodiploidy not specified,,NA,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eriophyidae ,Leipothrix,dipsacivagus,gonochorous,,,,other,type of haplodiploidy not specified,,NA,,NA,,haplo confirmed by mating experiments,Ross,stoeva2011biology
Animal,Arthropoda,Acariformes,Eriophyidae ,Rhyncaphytoptus,ficifoliae,gonochorous,,,,other,type of haplodiploidy not specified,,NA,,NA,,,Ross,abou2010
Animal,Arthropoda,Acariformes,Eriophyidae ,Tegolophus,hassani,gonochorous,,,,other,type of haplodiploidy not specified,,NA,,NA,,,Ross,abou2000
Animal,Arthropoda,Acariformes,Eriophyidae ,Vasates,aceriscrumena,gonochorous,,,,other,type of haplodiploidy not specified,,NA,,NA,,,Ross,patankar2012life
Animal,Arthropoda,Acariformes,Erythraeidae,Balaustium,sp.,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Erythraeidae,Erythraeus,sp.,gonochorous,,,,,,,16,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eulohmanniidae,Eulohmannia,ribagai,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Eupalopsellidae,Saniosulus,nudus,gonochorous,,,,other,type of haplodiploidy not specified,,6,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Euphthiracaridae,Microtritia,minima,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Euphthiracaroidea,Rhysotritia,duplicata,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,domes2009parthenogenesis
Animal,Arthropoda,Acariformes,Euphthiracaroidea,Rhysotritia,ardua,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eupodidae,Claveupodes,delicatus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eupodidae,Eupodes,sigmoidensis,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eupodidae,Eupodes,sp.,gonochorous,,,,other,type of haplodiploidy not specified,,18,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eupodidae,Hawaiieupodes,thermophilus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eupodidae,Linopodes,sp.,gonochorous,,,,other,type of haplodiploidy not specified,,18,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Eutegaeidae,Eutegaeus,curviseta,gonochorous,,,,,,,NA,,NA,,,Ross,domes2009parthenogenesis
Animal,Arthropoda,Acariformes,EUZETIDAE,Euzetes,globulus,gonochorous,,,,,,,18,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Galumnidae,Galumna,ithacensis,gonochorous,,,,,,,NA,,NA,,,Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Galumnidae,Galumna,sp.,gonochorous,,,,,,,18,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Galumnidae,Orthogalumna,terebrantis,gonochorous,,,,other,type of haplodiploidy not specified,,18,,NA,,,Ross,norton1993phylogenetic
Animal,Arthropoda,Acariformes,Galumnidae,Pergalumna,curva,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Galumnidae,Pergalumna,emarginata,gonochorous,,,,,,,NA,,NA,,,Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Galumnidae,Pergalumna,formiparthenogenesis (obligate)ria,gonochorous,,,,,,,NA,,NA,,,Ross,cianciolo2006ecological
Animal,Arthropoda,Acariformes,Gehypochthoniidae,Gehypochthonius,rhadamanthus,parthenogenetic,,,,,,,NA,,NA,,parthenogenesis (obligate),Ross,norton1993phylogenetic
