"","all","gsz","diploid.num","rates.evol","tree.2","tree.3","tree.4","tree.5","tree.6","tree.7","tree.8","tree.9","tree.10","tree.11","tree.12","tree.13","tree.14","tree.15","tree.16","tree.17","tree.18","tree.19","tree.20","tree.21","tree.22","tree.23","tree.24","tree.25","tree.26","tree.27","tree.28","tree.29","tree.30","tree.31","tree.32","tree.33","tree.34","tree.35","tree.36","tree.37","tree.38","tree.39","tree.40","tree.41","tree.42","tree.43","tree.44","tree.45","tree.46","tree.47","tree.48","tree.49","tree.50","tree.51","tree.52","tree.53","tree.54","tree.55","tree.56","tree.57","tree.58","tree.59","tree.60","tree.61","tree.62","tree.63","tree.64","tree.65","tree.66","tree.67","tree.68","tree.69","tree.70","tree.71","tree.72","tree.73","tree.74","tree.75","tree.76","tree.77","tree.78","tree.79","tree.80","tree.81","tree.82","tree.83","tree.84","tree.85","tree.86","tree.87","tree.88","tree.89","tree.90","tree.91","tree.92","tree.93","tree.94","tree.95","tree.96","tree.97","tree.98","tree.99","tree.100","tree.1"
"Drosophila_yakuba",1237873,357332231,8,"-58478.7737367903",-86175.3994061167,-50239.8959247582,-72190.1336138709,-53050.823195026,-88292.1789470574,-74250.0035000448,-71416.2756311355,-56302.9695907651,-73581.7065839982,-124405.935744611,-59961.3993444549,-82750.5523114713,-63858.5757655124,-65972.9046807529,-71041.8634106696,-66550.6466358934,-50832.1320558522,-63777.3494040931,-89002.0688407693,-74071.5585045864,-83871.8126459003,-74750.6082779616,-84517.8301839106,-80866.7171085309,-154930.295058633,-125631.035848455,-57512.9307991647,-85063.4555009591,-58725.6197984762,-51464.3416668364,-115299.140046894,-76489.5243351844,-83123.1441724403,-73641.4052257013,-61897.0284545273,-62003.2402138564,-70132.6517378399,-67438.4317277588,-55572.9243074742,-82266.52001762,-108063.314284992,-68643.3019034064,-87935.5890591636,-100214.071345013,-82947.0677029626,-65960.7326517215,-117645.026852117,-85032.300270961,-74273.3599826346,-97435.1971956992,-254143.301856937,-64860.2921623813,-176992.222139689,-76124.3138787127,-61927.7266023639,-88498.331391534,-74979.145734243,-82881.9756298747,-79032.9208776877,-75779.4054671474,-150228.775340398,-62176.3232468144,-60356.9467471451,-55138.8154223201,-51958.1380367372,-79349.0348096027,-88999.5684438663,-97676.8721113416,-77820.7043087928,-85180.5044173375,-59919.15582098,-77449.5116205218,-86641.3418547089,-91748.1141716291,-104296.067781514,-62300.1730063888,-92203.9876175193,-97487.0544898147,-83276.341920338,-78448.2856286477,-68828.4894437804,-201134.049355871,-77204.8714331416,-89101.775601816,-74842.8371681279,-198838.610628844,-63594.6136167683,-80008.0810588013,-54531.0185420978,-56698.3355422848,-94107.4930716387,-82173.608220316,-62195.0098609649,-69138.6041093853,-82575.4418611777,-246429.87758709,-66499.4613796306,-100213.024440677,-69312.1437663542,-58478.7737367903
"Ephemera_danica",3687483,296954667,12,"2559.86658797012",2330.31884320756,2579.49391476272,2689.12466558933,3029.92328286812,2078.71865097851,2318.81240634326,3158.78930464925,2848.5844365556,3785.67054134789,1595.40484391432,2069.58956469551,2559.99110328553,3189.83125135433,2188.84096534321,2426.10649467975,3638.01875462771,2945.91793863983,3104.38942245971,2913.24073251165,2800.62404908275,4071.61563822823,2830.52024521247,2667.00533483432,3267.2183160637,2517.42271444821,2936.25181985954,3233.41678603479,3042.64155435222,2665.92036952605,3026.86898167404,2362.78049299788,2991.45341005889,3372.98294408975,3375.77968125546,2449.64209903196,3675.24948383187,2827.4301770853,2467.7962933111,2712.74125747001,3058.63516973312,2758.79932762732,2380.51063111234,2197.88254292339,3445.64327934784,3583.75129131111,2612.12947945515,2504.41247711229,3232.90050001726,2567.62463108867,2536.53011856165,3256.93880263671,2665.90080309535,2531.42486085553,2768.25389823129,2430.66723552558,2761.70298547233,2540.28022415036,2867.69358535032,2321.70809362517,2940.79932160829,2388.52525126635,2274.61225737587,2663.09943507709,2641.14803217442,3069.32001257966,3135.49101703069,2976.24067324738,2638.07556981353,2423.44251043637,2667.96880775994,3023.77669217132,2941.30310109892,2829.84328212372,2787.77185809736,2766.2270466009,2655.75427018822,2932.44861501269,2288.36008133951,3811.55727801408,2599.92107129235,3796.92249882228,1888.05615527282,4373.66845917805,2799.75824283854,2692.0974355875,2623.14759204935,3833.65063789308,2805.34609298254,2744.33615906025,2356.99029308757,2523.09298778677,2599.85797146456,2440.76283338523,2706.03958572244,2352.71357474187,3059.45503190586,2452.79846368373,2142.95003798657,3120.3711714578,2559.86658797012
"Linepithema_humile",1603571,1099611736,16,"-4827.04248786376",-8352.36324091324,-3987.55089379937,-4792.57938684819,-5218.42511472496,-4974.83485804422,-7143.7852351866,-5892.44499495566,-4951.53117154655,-3495.12028121939,-5020.80092530356,-8354.40994005481,-6031.03058623661,-4651.33239958938,-8211.12155846931,-6662.07617457499,-4293.61130875242,-5442.65969147957,-3699.93002664439,-9664.16558566322,-5964.69804627172,-3856.41716445791,-5412.0166802856,-8479.80547008204,-6928.74377801787,-5441.93181480587,-4229.46767582377,-5385.12946164329,-436.554867755275,-6294.75909449769,-10252.945645876,743.302206280424,-8562.38958972972,-5155.72395628572,-2459.61846553827,-4410.19590241873,-5599.38021980028,-5224.68168346429,-7031.45656637202,-4211.77971245639,-5635.68941090589,-5151.01918679477,-4338.06525492333,-5529.31347918172,-5684.66846982974,-40206.4806442039,-7113.46134257826,-7471.3547969265,-5018.19781997424,-5898.98498068076,-5039.62011088592,-70.1159580733905,-5416.58799718547,-7731.38223194948,-6232.03007834472,-11733.2238041331,-7202.2591653787,-6605.62786328764,-4871.73229886452,-5206.88112712261,-5648.59578621381,-5079.34058555228,-7743.57630513812,-6146.87416241257,-7398.78838714504,-4563.84255838315,-4670.40493343556,-5886.86119898305,-4530.48700522281,-7533.73400670379,-4358.32237922561,-5563.84530520019,-8878.64477702824,-5077.31865510969,-7640.80218961144,-8848.22427492895,-3697.75271028694,-7912.69364993019,-13207.3235545529,-5790.69346142394,-4637.15601558188,-7435.93635054194,-3880.86211735713,-5107.20004158139,-7643.07437142262,-4395.81598028685,-6630.33582389547,-5342.75406817156,-7379.76476813357,-6972.93818149675,-6249.71500339637,-4320.56692179529,-5186.22229699693,-11678.2382035053,-5303.67464311972,-5654.51005463776,-6362.67199705485,-4656.78166000367,-5654.38861978549,-3775.56632346922,-4827.04248786376
"Lucilia_cuprina",4415685,212825769,12,"22151.4807214998",17345.9457923605,21010.2588143392,16842.1458398992,50148.6727716025,20091.0787409246,44957.4127266667,55169.5945687779,14157.9891687336,15833.755870139,20162.9711549826,15147.9649239655,37742.5732074029,23320.0098551204,76317.5022060524,21206.8210415625,14618.8458358245,14281.4549150129,17679.3450706859,228889.93695953,65379.0070260236,56098.7891199359,21034.3762504905,73413.6056482715,50404.376528113,35828.9193379237,22698.5840272496,107195.384196501,38329.6106407504,178318.338349788,138818.874780538,27439.9018444384,55093.1494583005,15596.2874044012,15374.1683075163,13358.043091953,13710.9219911187,109182.502991153,129369.76801175,19521.5005127282,103848.819669016,36814.6131710122,16929.9123436719,35546.2767928859,14674.126910826,23983.9676773461,24072.7127244375,20796.9777899168,13707.5379820731,23207.8458643328,119106.240324878,18193.3535517333,15665.8537623448,14566.1664167272,12638.5087821998,101249.221429557,23517.0643975598,62827.0056180683,18531.196469989,20665.652201766,51270.0512556468,107734.613887922,13176.4843605719,99265.2825104131,18834.4474572291,31053.6604846389,75752.1012133381,16259.9271845714,20284.2735866855,131560.185860002,21698.2835975343,52221.0110782254,170417.750327221,16474.8129575222,18195.483505533,15318.9988314936,23922.238740853,17799.7936662841,17559.5353353217,16712.9641743368,50045.2847242761,21806.5277743655,22899.9731353656,217138.679980128,48797.6795302674,20362.2258802792,60430.9007293625,90034.3817475431,17336.0340268395,15615.4814233908,14430.058226178,18343.5703945755,21156.4830657239,134635.229323102,139500.469141559,15299.5274637916,12702.3642458049,166481.715663553,51227.752169886,14071.7094899182,22151.4807214998
"Maconellicoccus_hirsutus",463407,638207720,10,"-42809.1768951348",-31966.8164923868,-23525.1621148573,-41059.3851069504,-48819.3956435285,-36523.0742994724,-28428.7130700884,-23619.9918012661,-50442.4839631118,-22215.8225226677,-25225.8315871613,-20871.4982109425,-28833.2558767635,-36452.9837403368,-27589.6622293874,-58923.1793079532,-27536.7613717882,-36482.8252961539,-43707.5488446127,-35169.4955228513,-49253.3747571575,-22522.7213849028,-34960.5807050675,-26016.4467953729,-30126.4072962762,-47005.5296001731,-24160.554525329,-32182.854360428,-42799.6415087817,-17848.4549245099,-32599.9048141869,-45450.781767064,-21603.4778721685,-30526.7105463524,-43917.8498914909,-21383.7080517633,-51184.0469450043,-32043.1444100148,-35156.0909076879,-43792.191656094,-49148.2897674948,-32529.4842920164,-27740.1467671527,-34645.4353214465,-34702.6928679928,-39689.2837166466,-29564.7867608321,-35312.4249051224,-32663.8674983422,-42403.7657473414,-25032.12993437,-40118.4118244033,-22097.3495595988,-28398.2595934613,-32348.9366085671,-42301.8412261691,-31574.4492892746,-24865.4970858326,-31121.0665567917,-44441.9165734461,-29535.2071391123,-39888.9761572242,-26064.295534631,-51488.3881347188,-30408.9765620418,-50086.3930921004,-34756.0832017201,-36401.9733907988,-31448.5526444572,-40904.7977278824,-37698.8730644852,-40224.7606207449,-19260.6777018852,-27564.7539682417,-29920.8192646869,-25203.0541090371,-33823.769028795,-35438.9429436269,-19773.9341043626,-42679.0746663172,-25080.9357006984,-23669.3083544098,-39202.808634128,-28189.2615950479,-24553.6148152808,-46836.9416967762,-34110.8900288669,-34336.7240571928,-40081.4051381413,-41579.4453685273,-31106.1498236162,-39994.7767525753,-25667.2584809954,-42457.7263140971,-24796.4963679232,-32518.8287227899,-21094.0308356366,-53212.0523623602,-27155.3003189017,-28350.440920693,-42809.1768951348
"Megachile_rotundata",898996,374815656,32,"-10925.9214380182",-9669.70681296039,-10137.553215786,-12020.6886832453,-9195.60650017689,-10163.4384807764,-12855.1262548377,-9521.12055984549,-9553.32018628216,-9960.67524121165,-12570.2380444258,-9066.20184183226,-9810.06116637253,-9955.32067221206,-11849.496097965,-10523.7398086193,-8571.28517713283,-11807.6589148081,-7882.51833310734,-9290.27619400539,-8103.00524961796,-10391.2191317822,-9524.35525978669,-11537.9348115763,-12397.3860131271,-8517.16567692126,-10528.6047712835,-10899.4330955893,-2291.25828411823,-23117.8430088118,-16232.5324505976,-907.029164634017,-7964.53379131311,-9936.67833756802,-6895.26401769104,-9851.94946375516,-9565.19416924204,-8595.91709868522,-8796.46790237023,-10958.033496658,-10997.7070801507,-11176.3775353472,-9009.17706354139,-9845.64104454018,-9413.38434436192,-10177.0057506795,-11475.4703986405,-11454.282266754,-10633.7863648395,-10304.3046312253,-10213.7805357154,-8163.77300939701,-8778.32396156571,-7597.23475720305,-11002.3928202373,-8752.97560822737,-10670.9700682144,-11485.0859777706,-9103.85784639573,-11701.1114263624,-9013.62382332881,-8517.63355838359,-9390.74353671935,-8133.6167849636,-9943.94611930316,-10428.9838840024,-8935.8198979591,-11500.2760196226,-10600.2692440409,-8429.81462763741,-10997.6785074521,-9270.43106113717,-8065.2633459077,-7838.13944441998,-10385.7949985638,-10142.0873729774,-8682.31927816247,-11071.7990615856,-9627.69063044573,-10607.2327179987,-9529.3587485945,-9439.04303476544,-10205.4170512385,-8057.40725392056,-8725.5837396085,-8902.07559657385,-11208.2942218537,-8817.47619851412,-11972.5296009839,-10049.2573589507,-9028.29626532653,-7769.73567938544,-10612.0562852686,-13307.0650789437,-9430.2006882905,-8518.79006507075,-10423.2707195248,-8220.36002465436,-12059.7436879585,-8793.69862235509,-10925.9214380182
"Melipona_quadrifasciata",2588770,191208351,18,"-35171.6808035132",-71382.3042317053,-78805.5543430214,-166808.093539228,-88019.2373834503,-60797.3211040583,-48754.748492062,-56497.2630809302,-43135.8394345993,-67782.0722406274,-72983.4596809026,-66321.2228117131,-98216.1887496584,-21966.4805181284,-112622.671150769,-29614.1609971183,-90946.6602030057,-69723.1602174016,-74049.6087231404,-96315.1129330246,-44891.7777621312,-100743.888942766,-33863.4810361754,-47581.2262368034,-25187.4994351067,-78159.9173621808,-67099.4608908503,-67166.0561041306,-74479.1926444779,-57455.0227116317,-7495.60901299269,-86551.8952131285,-56870.1359849628,-46869.7558743354,-69511.4805161126,-119568.27006537,-43985.3007348782,-49578.4828274337,-62043.2511586799,-123250.491384759,-101768.695124287,-82087.52806232,-104308.745306842,-72649.4454465523,-41320.7694539453,-101955.879921055,-97001.6920965657,-64353.7224044178,-124028.442089108,-125197.13657864,-162621.168485325,-69162.4891476548,-111961.635516702,-85522.4751478631,-53320.0035738622,-102482.124536133,-55905.9706457972,-104099.801007698,-37765.0620874434,-63215.4015198162,-59982.9188400712,-56147.6871455377,-64078.1951057857,-38538.5584578145,-77057.5301018219,-73069.2487422678,-56391.3717859444,-83045.9364146074,-75003.6986035451,-44417.663923404,-78398.8454110342,-104295.618923676,-84612.7248573688,-105459.687524115,-20799.3922309172,-59604.8546332276,-52127.6582612193,-58762.8528278348,-58485.811810739,-107372.752344963,-50654.0063339874,-75205.2107037738,-75023.283498655,-79129.5313243926,-81773.5656285271,-69286.5739072235,-30610.6604689317,-71253.7492164219,-32065.6618551879,-106516.839421122,-87282.1192769252,-50648.4835536956,-63685.7294967225,-64830.7837500771,-46040.2562537512,-38067.0417772131,-56864.0804500781,-76932.194581965,-49805.6507646764,-85927.9627511368,-35171.6808035132
"Monomorium_pharaonis",3016430,549932840,22,"-12662.6151248429",-14514.6633069867,-10646.4442796988,-16397.1316085622,-12087.7208122529,-40271.9977408105,-14223.8033538257,-16110.6615770983,-12169.8883274132,-24901.3058886389,-45482.3905221013,-14080.6652655918,-29811.2545618305,-12195.5461092878,-12992.4141236055,-9722.73018446701,-17592.5327898359,-19139.2737270589,-37779.8815840339,-26371.3617041668,-15153.0577716589,-14584.8804457548,-12338.3001554529,-12061.8689687633,-11164.6266290806,-13952.8398987909,-36877.5637405401,-23555.2306427137,-17713.5696302742,-33176.3827441934,-13235.2713849764,-37611.1082316565,-33445.6297750847,-10989.4478641627,-11839.3851292368,-14484.4344221033,-23030.5941216851,-13066.7621729156,-13404.7048242011,-8876.83140418078,-28524.859422866,-19580.4715188049,-10024.8409702,-11846.9796541906,-11047.2797021697,-15760.458508,-18963.2092298173,-11490.8356388274,-13124.4951769405,-53447.2682363659,-8961.53524699676,-7352.13025990422,-29711.1403164722,-24068.5124564979,-33971.2078085533,-9089.11575477861,-34614.4343920541,-10353.8381641652,-39062.1389813108,-14859.3728255516,-16728.5284890974,-12531.6951371588,-14062.3515143629,-69666.2028394945,-101560.853168635,-45995.3739614474,-13382.5661762745,-11357.9392462881,-11033.1966094467,-51587.6548545283,-10094.33044489,-20600.2056437399,-89922.2525241405,-54926.296670883,-13989.2648261131,-10565.0939501238,-346418.36137828,-56406.8123302671,-131166.07747252,-15457.1815288172,-10422.8630336474,-77876.5682823297,-29241.0395030747,-397632.688674382,-105944.501622194,-15338.8180644014,-42137.3839054089,-12272.9256296862,-31473.4902322032,-11007.8808800537,-415043.499970867,-63440.6797782239,-31573.9739978509,-15324.0640701907,-72276.9794594822,-17504.4487115211,-11502.5215510495,-12053.7008957958,-213274.135419427,-10637.5465303431,-12662.6151248429
"Musca_domestica",4792923,382235502,12,"19484.5560123238",24092.6797042563,16801.2689534563,20595.5373893866,430840.84742773,34927.3631782434,9869.99604144396,12530.7549937555,17576.640200517,22630.1690140862,32650.2819499732,24934.1868680427,248673.7407067,28896.1151027121,180282.472932528,29579.1521881645,26449.881587383,15850.0374697732,21240.89396016,215918.974587618,170421.276902965,291438.17154395,14737.7472377822,176797.042320326,19201.8832721497,204433.375432869,42314.5896037202,58172.1027859984,12918.6863886548,43580.8885714141,18307.6775516585,25908.5933941982,10078.2179090424,32470.9038230692,25150.6472263634,16343.4758436891,21240.3641828036,82811.9175454174,9807.52246038459,26923.2714251953,45918.7866748698,166267.838869813,19798.3965248819,22779.0932865358,18610.6589095327,18831.1537875242,23200.8343390512,31064.338233736,16961.6615480581,68681.2319039167,14050.2561740091,29281.5921004667,22921.5198106126,21582.9881995436,68816.0215262841,71657.191357261,27772.3833121899,294579.647761575,48282.8033314662,35094.9173722605,34180.5043946832,124997.749738831,18459.6782219016,39829.1576192333,35024.523044186,37283.3255193767,163285.764961732,25263.3285900077,68946.0095342726,678724.37546149,43847.0778526121,361819.610510591,13435.7721222808,28200.4894883136,22303.5511503061,49975.5778499076,111557.883691135,23505.8163149953,20426.2295145574,67004.2355051568,129139.832325371,36421.2371614806,8437.0528891506,15702.0258954708,149083.40288863,21243.7504044906,19725.2097808771,235311.273637429,15675.1527328946,12186.8361849274,21485.559357369,26457.6288339872,43750.0185846741,10775.9678658046,16274.9960917664,33204.5605052905,64241.2715197395,195778.080489858,16232.6009628617,32709.7050972598,19484.5560123238
"Nasonia_vitripennis",4186728,208026220,12,"2472.66693186061",1898.58986738671,-47381.0050248059,-12928.2250861051,-9629.23311745583,112571.633624095,189117.0031222,64179.8161096722,40632.8538569482,-4904.03505914057,5022.11140293404,19212.7756576929,-596.394184628134,93834.1612524421,1429.81847890513,3483.93803861907,38059.6504231793,64197.2193156624,-3468.64181418757,-29824.4471344562,63187.817682701,614.434192489817,64708.0644629826,27267.8646070487,43805.8715759689,-980.70990545437,-26.9242458892689,-4338.44585265823,64767.7599202392,-2091.7838252699,10.3276847635352,7703.66921747444,69918.0902267395,114165.892407672,652.519378099927,-13257.1800129903,6202.50003138284,-22563.3407135192,-2166.37765482553,-16442.133704443,357.705881724606,33844.5977975965,160948.056501183,64172.5095162508,-3661.48188980135,81906.6916638819,6574.67890328256,-11808.5982438065,73562.4120888049,-9836.5731274069,49037.7838530524,111395.829874232,-2137.05800217607,59884.6583453629,209275.366125611,71463.2615723685,66639.4860852949,55111.1506425947,-22605.8520114009,1510.18720412459,-16779.9274513934,57085.2138260306,-5492.05883123148,1304.40086267262,-4044.8704841263,-6952.78138369213,70865.0343116213,-7785.7304017638,178937.237249399,40315.119338851,97702.9249249377,-7575.3288886163,-11458.324579715,36413.7603238263,-241.21786554295,-9677.6952935595,46075.8526935091,65118.4330981343,62508.2732625516,288648.755859664,1655.00901523817,-6497.11129865777,34117.7787753039,125371.58253754,49821.4076313309,36602.4919384224,67265.7155801857,69235.1817620036,-13428.951141968,20.1523764795236,73197.3579958983,70971.0365381609,8732.53389695652,-4298.88272776512,131061.081016461,323.561422466007,-21384.7323931256,60906.7827806174,52274.6242974038,1703.22791428096,2472.66693186061
"Neodiprion_lecontei",1847079,284990201,14,"-12296.1621970998",-8465.12570779062,-5725.63724926134,-4459.19649833239,-6429.10827203666,-7521.05386163021,-8176.50417317643,-4633.92778484123,-12395.0139160767,-5168.65834254562,-9844.91246077639,-8835.64424908361,-10725.8824999178,-4746.35025169872,-10032.1600557296,-8385.8308031691,-8245.18959330057,-12932.5929422911,-11029.1511633733,-8501.10238158619,-11016.6634168684,-4484.15509584397,-9772.42388664721,-10286.8535024537,-26668.6471024499,-7163.61679101357,-8888.02719253342,-12311.775277619,-1907.2089425625,-5494.62918936655,-25768.3205822379,-3851.42026348043,-12243.6207518128,-8059.88630785378,-5651.45715816812,-4752.02025782778,-9635.45139881398,-5784.40045937837,-5929.83125101293,-11184.3737802173,-8209.7846195758,-19559.5891573889,-9015.63172490263,-8918.89068332172,-8575.31581574072,-10534.0076216714,-14081.8971905652,-8779.26245448762,-19822.7181521944,-14260.0805349835,-9954.26654432721,-326.419923643917,-5911.7707465518,-15427.247755867,-18756.5050689947,-8449.44458235116,-6168.60624740761,-22855.7350979164,-6439.67269500078,-8112.28225678645,-8648.7978322195,-13649.2953946528,-13521.8803480309,-10255.5415122461,-14093.6292306413,-6209.9185394914,-4896.25500146519,-20207.1566860063,-15047.8191769805,-6632.09186449145,-9240.09915721844,-14098.4742835225,-16468.2513821356,-6810.21256798358,-13287.6287209418,-7494.12402557297,-11964.3356123336,-9600.21971983761,-8452.34028108781,-23357.099372677,-13753.3479701024,-17689.693724581,-10959.386011374,-11402.5121797214,-15258.4741644007,-6815.92791202518,-19756.9830359479,-7884.13310029864,-12163.5788948149,-5948.58548952964,-11552.4295123,-6311.34291040736,-16604.2573281607,-17038.7070233539,-9087.32857901039,-29239.2037314813,-7682.94995981198,-9390.75286297422,-14714.8033988844,-16460.1508718293,-12296.1621970998
"Nicrophorus_vespilloides",1588584,282776121,14,"-13893.0682301221",-8239.10267121755,-2082.80105241419,-9020.29103212455,-9189.30630663718,-601.23653931122,5066.77796155364,-10965.8276382948,8698.52381839975,-12064.1866772415,-7252.62319504373,-11549.0777077377,-12284.1513169613,611.360410245084,-8428.93846066074,-13621.2854025157,-1726.22821549451,-1490.63121900434,-8269.32714605463,-7343.87146885649,-8749.03549830145,-8739.30648352575,-7577.03885935155,-7795.5311528211,-8495.85826891651,-11926.4416818481,-12606.5096717285,-19767.2303171355,-2172.01115496402,-10394.9386540954,-13582.2146763035,12343.4412154653,-8179.16004363712,-12539.8542132787,-2591.4122865913,1000.24916944719,-9040.58297492431,-14140.0458423007,-7260.88409287036,-13345.9575394061,-12613.0065577369,-8185.05251303669,6779.9299064337,-366.9226267513,-8875.78233793107,-7909.38211118723,-11664.4338447154,-14937.1385546657,-9671.84564509124,-15523.3419055706,-18327.5327169596,-13143.5573222238,74.0175073779922,-9334.88561339754,-9697.04965958643,-9927.09783067515,2366.21881179092,-10600.4841762718,-9711.31382215559,-18118.0271247892,-10548.8260447233,-236.685227096535,-9889.98213784275,1485.00475629716,-7722.58369447299,-11154.8249675893,-11197.3810911082,-11757.4383018023,-9424.5422642362,-17511.933139964,-18827.9736699032,-15004.5067558305,-15663.3239713288,-8648.81335095705,-11620.6789635567,-8773.62270976768,-7356.3411382017,-10208.1771568106,-10482.2200340134,-13033.8007180637,353.008693248099,-5044.6620034317,-12071.3183910956,-15651.2572472214,-15200.3236091847,-10029.7440174946,-14212.5838811237,-8872.52586567139,-16005.9202222847,-9072.83698745858,-13245.3161692143,-9388.12659310524,-10905.4677351032,-12407.5532979646,-1222.17247121608,-20938.5962096543,-7059.67026558797,-16330.5988051233,-14268.3573142085,5493.78732442614,-13893.0682301221
"Oncopeltus_fasciatus",13791299,706824083,16,"19819.2212662375",32583.2481963982,59614.2195920296,27326.6107865709,39779.3326762888,52928.5661012357,28179.1592211454,25442.0308183335,32242.7183891223,17598.7620542205,60171.0594712611,54775.6645582552,27655.3705672409,24241.9843989709,41252.7554368249,34538.4497080493,29030.262915507,45020.3728506062,33326.4308964742,22253.619290478,32024.8824878735,40119.8759333476,39725.090719857,22784.7635944199,21249.3732093557,26845.8286096943,33041.3321208953,46452.23080996,41246.7551240279,62238.7674503127,88119.1544677761,19500.6262345841,43472.605854156,31685.9249659056,30158.9256047475,39585.7089267546,23536.3219340568,25477.0797024061,36294.088929977,17296.1953740157,53591.8946082858,22303.4022014814,38523.1437827639,25554.3886742325,41433.2766870053,45049.8516896789,51446.778081958,38608.5936624368,18825.3554209284,46819.711948759,25767.4991106846,53782.9731071297,25023.9120227601,25693.3218395966,26875.9828331013,23313.4639861346,22723.5702565625,49789.2009782188,31983.4447186766,79161.9235359385,35976.9549562252,27536.9772680396,32495.1393613076,46792.9476483004,28368.761448075,30840.2603857317,18385.65874148,29415.5382652936,23780.4523299366,61312.8713975095,55886.5606491305,21406.737682722,26138.9419443532,16333.3774986423,23504.9242797073,25319.9021185818,20784.696112594,46431.9646397504,26831.3064534714,29353.6991092995,43505.0252332403,25781.2379371103,36702.6783073006,30417.8850788743,17726.9299026051,25356.0255923223,25791.0829323476,39215.7611650275,34135.0120957066,18651.0904487352,22911.4946216739,29314.3141921276,40882.0390573927,29685.7128095065,24012.2462889588,19805.2757555228,19922.6655150964,22407.6732062913,29865.8817396555,38813.0449217493,19819.2212662375
"Phormia_regina",5316006,267973152,12,"22127.6344782579",16181.7927324909,14384.7623119728,15200.638929206,430840.84742773,19862.9458433655,2776379.73377674,78532.3430286596,13296.0522384418,15786.3749542806,19611.5555878906,15082.6703800929,248673.7407067,19887.9556324526,180282.472932528,20705.4867573418,13415.0070513498,12791.4940528169,16843.3762647023,215918.974587618,170421.276902965,291438.17154395,19276.8425867901,176797.042320326,197078.422930964,204433.375432869,22077.9723472516,58172.1027859984,162679.811912031,43580.8885714141,92787.4510797519,22954.4927338208,143423.759664279,15417.7417751272,15390.5212700446,12223.6695059614,13504.7347483392,82811.9175454174,33124.6300534763,15264.8519360145,45918.7866748698,166267.838869813,16242.4852191091,33016.2121447196,13921.5028460918,19652.4631718409,17037.2593771729,18088.0441641152,13512.1723411243,22027.5160450413,93728.205007127,29281.5921004667,15644.5532289345,13820.4222634969,12594.3419471695,71657.191357261,15666.8296903486,294579.647761575,18433.0919924544,19102.1898166302,34180.5043946832,124997.749738831,12223.622901713,39829.1576192333,15349.0358119767,24471.0976094148,163285.764961732,13805.8917842048,19886.6653685885,678724.37546149,20412.2950529584,361819.610510591,13435.7721222808,15754.5064208264,17597.9201009388,15069.7128287984,111557.883691135,16937.7616094312,16650.0618580184,16590.7445194842,129139.832325371,21556.2693257889,172370.453878796,15702.0258954708,149083.40288863,19778.4971745888,19725.2097808771,235311.273637429,16030.6667709743,11041.9253371017,14275.2639878585,17990.6379195848,20045.9637390241,250706.782991853,107097.458310579,14905.1230216923,11505.588980617,195778.080489858,126415.089969689,12777.2933476015,22127.6344782579
"Plodia_interpunctella",2581349,368211209,60,"-11244.8434309872",-10682.4336867163,-1249.98749855784,521.202024344328,5623.04712982896,4825.33749653232,-18637.3106525069,2516.99710459468,-31657.8560281877,-2458.27337890169,-19535.9573416975,-10313.6599269511,5689.30579329949,-2331.89568208983,-5084.55645685762,-575.905006098316,-3671.1792391637,-6637.24816636866,-3517.44112910459,-452.460887257344,-12517.5253567295,-4060.40729620308,1016.01680107794,-14479.9217968828,1659.09092572945,3396.42384175945,4628.19824382952,2104.45974820239,4820.13741606862,1591.53537946676,2587.52446385537,7333.16769760636,-10178.6698471191,-3472.46483255119,8171.18219393496,-2143.96400703148,2630.82133020815,-37725.887891102,1564.29785241304,1136.44789057924,-4699.2410790948,-22791.2016866409,-16415.7837899095,-7542.28634714364,-133.856244048221,15120.2887619488,2024.29192220608,-8876.46999230746,-12287.158873377,-1168.19033408822,-776.502339264614,1299.26323557579,-4750.61532931894,-10605.2843256688,-3427.46309257849,3186.91183591568,1587.54656538551,-14944.0647847855,4075.16776015276,-14471.4014797096,1125.56513930765,-6791.2535366053,1948.62505519764,5034.321428617,-49731.9140505064,-7349.24833231864,-15390.9942325358,-13921.9153246972,-12032.1837225508,-45493.6862006627,11536.9820686859,-3165.82602853511,-1518.64695721962,-348.101744884018,3263.5795650447,533.281765592075,176.372603703197,2007.04650930592,16061.0434373187,1337.96836530062,-11543.5274333275,-8062.14816095111,1850.96094071299,2437.16110350604,-3454.70622487842,-11330.9587977263,1893.42062168282,5970.51182656338,-13093.22963952,888.518592170687,-1153.49912469873,1092.95584058849,-120.059413046935,-13328.4066593267,-6497.7200683519,-351.021368477447,-4905.66355063889,1590.33849669103,-530.67413791091,8275.26648028201,-11244.8434309872
