generation,rank_1,rank_2,swapAccepted
156000,2,4,0
157000,1,4,0
158000,2,4,0
159000,2,3,1
160000,3,4,0
161000,1,4,0
162000,3,4,0
163000,3,4,0
164000,2,4,0
165000,1,3,0
166000,1,4,0
167000,1,4,0
168000,3,4,0
169000,2,3,1
170000,1,3,1
171000,3,4,0
172000,2,3,1
173000,1,3,0
174000,3,4,0
175000,2,3,1
176000,2,4,0
177000,2,4,0
178000,3,4,0
179000,1,4,0
180000,1,4,0
181000,2,4,0
182000,2,4,0
183000,1,3,0
184000,3,4,0
185000,2,3,0
186000,2,4,0
187000,1,3,0
188000,1,2,1
189000,1,3,0
190000,3,4,1
191000,3,4,1
192000,2,3,0
193000,1,4,0
194000,1,2,0
195000,1,4,0
196000,2,3,1
197000,1,3,0
198000,1,2,0
199000,1,3,0
200000,1,3,0
201000,1,2,1
202000,1,4,0
203000,2,3,0
204000,2,4,0
205000,2,4,0
206000,1,3,0
207000,1,4,0
208000,3,4,0
209000,2,3,0
210000,2,3,1
211000,2,3,1
212000,1,3,0
213000,1,4,0
214000,1,2,1
215000,2,3,1
216000,1,3,1
217000,2,3,1
218000,3,4,1
219000,2,4,0
220000,3,4,1
221000,2,4,0
222000,1,2,1
223000,2,4,0
224000,2,4,0
225000,2,3,0
226000,2,3,0
227000,1,3,0
228000,3,4,0
229000,2,3,0
230000,1,2,1
231000,1,4,0
232000,3,4,1
233000,2,3,0
234000,1,3,1
235000,2,4,0
236000,1,4,0
237000,2,3,1
238000,1,3,0
239000,1,2,0
240000,3,4,0
241000,1,3,0
242000,1,2,1
243000,1,2,0
244000,2,4,0
245000,2,4,0
246000,2,4,0
247000,1,2,1
248000,1,2,0
249000,1,3,0
250000,1,3,0
251000,2,3,0
252000,2,3,0
253000,1,4,0
254000,1,3,0
255000,2,3,1
256000,1,4,0
257000,3,4,0
258000,1,2,1
259000,3,4,1
260000,2,3,0
261000,3,4,1
262000,1,4,0
263000,1,4,0
264000,2,3,1
265000,1,2,0
266000,1,3,0
267000,3,4,0
268000,2,3,0
269000,1,3,0
270000,3,4,1
271000,1,4,0
272000,2,3,0
273000,3,4,1
274000,1,3,0
275000,2,3,0
276000,1,4,0
277000,3,4,1
278000,1,2,1
279000,2,3,0
280000,1,4,0
281000,3,4,1
282000,1,3,0
283000,2,4,0
284000,2,4,0
285000,1,3,0
286000,2,4,0
287000,2,4,0
288000,3,4,1
289000,1,4,0
290000,1,3,0
291000,1,3,0
292000,1,4,0
293000,1,2,1
294000,1,4,0
295000,3,4,1
296000,2,4,0
297000,2,4,1
298000,2,3,1
299000,3,4,1
300000,3,4,1
301000,3,4,1
302000,1,4,0
303000,1,2,0
304000,2,3,1
305000,2,3,0
306000,1,2,1
307000,2,3,0
308000,1,3,0
309000,3,4,0
310000,1,3,0
311000,3,4,0
312000,1,2,1
313000,1,3,0
314000,1,4,0
315000,2,3,0
316000,2,4,0
317000,1,3,1
318000,2,4,0
319000,1,3,0
320000,1,3,0
321000,2,3,0
322000,1,4,0
323000,1,4,0
324000,2,4,0
325000,1,4,0
326000,2,4,0
327000,3,4,1
328000,2,3,0
329000,1,3,0
330000,2,3,0
331000,2,4,0
332000,1,4,0
333000,2,3,1
334000,2,4,0
335000,1,2,0
336000,2,3,1
337000,1,3,1
338000,2,3,1
339000,2,4,0
340000,3,4,0
341000,1,4,0
342000,2,4,0
343000,2,4,0
344000,1,3,0
345000,1,3,0
346000,1,3,0
347000,2,4,0
348000,1,2,1
349000,2,3,0
350000,2,4,0
351000,1,2,1
352000,1,4,0
353000,1,4,0
354000,1,3,0
355000,3,4,0
356000,2,3,0
357000,2,3,0
358000,1,2,0
359000,1,3,0
360000,3,4,0
361000,1,2,1
362000,2,4,0
363000,1,2,1
364000,2,3,0
365000,1,3,0
366000,2,4,0
367000,1,2,0
368000,2,3,0
369000,2,4,0
370000,2,4,0
371000,1,4,0
372000,2,4,0
373000,1,3,1
374000,2,4,0
375000,1,2,1
376000,1,4,0
377000,1,4,0
378000,1,3,0
379000,2,3,0
380000,1,4,0
381000,2,3,0
382000,2,4,0
383000,1,3,0
384000,1,3,0
385000,2,3,1
386000,3,4,0
387000,1,2,1
388000,1,2,1
389000,1,2,0
390000,2,4,0
391000,2,3,1
392000,2,3,1
393000,2,3,1
394000,2,4,0
395000,1,3,0
396000,3,4,0
397000,2,3,1
398000,2,4,0
399000,1,2,1
400000,1,4,0
401000,2,4,0
402000,3,4,1
403000,3,4,1
404000,2,4,0
405000,1,2,1
406000,3,4,0
407000,1,3,0
408000,2,4,0
409000,2,3,0
410000,2,3,0
411000,1,4,0
412000,1,4,0
413000,2,3,0
414000,2,3,0
415000,3,4,0
416000,1,3,0
417000,2,4,0
418000,2,4,0
419000,2,3,0
420000,3,4,0
421000,3,4,0
422000,1,4,0
423000,1,4,0
424000,1,2,0
425000,1,3,0
426000,1,3,0
427000,1,3,0
428000,1,4,0
429000,2,3,0
430000,1,3,0
431000,2,3,1
432000,1,4,0
433000,3,4,0
434000,1,4,0
435000,1,4,0
436000,1,4,0
437000,1,4,0
438000,1,3,0
439000,1,2,1
440000,2,3,0
441000,1,2,1
442000,2,3,1
443000,1,3,0
444000,1,2,0
445000,1,3,0
446000,1,3,0
447000,2,4,0
448000,1,3,0
449000,2,3,1
450000,2,3,1
451000,1,3,0
452000,3,4,1
453000,2,3,0
454000,2,4,0
455000,3,4,1
456000,1,3,0
457000,1,2,0
458000,2,3,0
459000,1,4,0
460000,2,3,0
461000,2,4,0
462000,2,3,0
463000,1,4,0
464000,1,2,0
465000,1,4,0
466000,1,3,0
467000,1,2,0
468000,1,2,0
469000,1,2,0
470000,2,3,1
471000,3,4,0
472000,1,4,0
473000,1,3,0
474000,3,4,0
475000,1,2,0
476000,1,3,0
477000,1,4,0
478000,1,4,0
479000,2,3,1
480000,1,3,0
481000,2,4,0
482000,2,4,0
483000,1,3,0
484000,1,2,0
485000,1,2,0
486000,1,2,0
487000,1,4,0
488000,1,2,1
489000,1,2,1
490000,1,3,0
491000,2,3,0
492000,2,4,0
493000,3,4,0
494000,2,4,0
495000,1,2,1
496000,1,2,1
497000,1,4,0
498000,1,4,0
499000,1,2,0
500000,2,3,0
501000,2,3,1
502000,1,3,0
503000,1,3,0
504000,1,4,0
505000,2,3,1
506000,2,4,0
507000,2,3,1
508000,2,4,1
509000,1,2,0
510000,1,2,0
511000,1,4,0
512000,3,4,0
513000,1,3,0
514000,2,3,1
515000,1,3,0
516000,2,3,0
517000,1,4,0
518000,1,2,1
519000,2,4,0
520000,2,3,1
521000,1,4,0
522000,1,3,0
523000,1,2,0
524000,1,3,1
525000,1,4,0
526000,1,2,1
527000,1,3,1
528000,1,4,0
529000,3,4,0
530000,3,4,0
531000,1,3,0
532000,2,3,0
533000,3,4,0
534000,2,3,0
535000,2,4,0
536000,3,4,0
537000,1,3,0
538000,1,2,0
539000,1,4,0
540000,1,2,0
541000,1,4,0
542000,1,3,0
543000,2,4,0
544000,1,3,0
545000,3,4,1
546000,1,2,1
547000,3,4,1
548000,3,4,1
549000,3,4,1
550000,1,3,0
551000,1,2,0
552000,1,3,0
553000,1,2,0
554000,2,4,0
555000,1,2,1
556000,1,4,0
557000,1,4,0
558000,3,4,0
559000,2,4,0
560000,2,3,0
561000,1,3,0
562000,1,4,0
563000,1,4,0
564000,2,4,0
565000,2,3,1
566000,2,4,0
567000,1,2,1
568000,1,3,1
569000,1,3,0
570000,1,3,0
571000,1,3,1
572000,1,2,1
573000,2,4,0
574000,1,4,0
575000,2,4,0
576000,2,4,0
577000,2,3,1
578000,1,4,0
579000,3,4,0
580000,2,3,0
581000,2,3,0
582000,3,4,0
583000,1,3,1
584000,3,4,0
585000,1,4,0
586000,1,4,0
587000,2,4,0
588000,2,4,0
589000,1,4,0
590000,2,4,0
591000,1,3,0
592000,1,4,0
593000,2,3,0
594000,1,2,1
595000,2,3,0
596000,3,4,0
597000,2,3,0
598000,1,3,0
599000,1,4,0
600000,3,4,0
601000,1,2,1
602000,3,4,0
603000,2,4,0
604000,2,3,0
605000,1,3,0
606000,1,2,1
607000,1,4,0
608000,2,3,0
609000,1,2,1
610000,1,4,0
611000,1,2,1
612000,3,4,1
613000,3,4,0
614000,1,2,0
615000,1,4,0
616000,2,3,0
617000,3,4,1
618000,3,4,0
619000,1,3,0
620000,1,3,0
621000,1,3,0
622000,2,3,0
623000,1,3,0
624000,1,3,0
625000,3,4,0
626000,2,3,0
627000,2,3,0
628000,1,2,1
629000,1,3,0
630000,1,2,1
631000,1,3,0
632000,1,2,0
633000,2,3,1
634000,1,3,0
635000,2,4,0
636000,3,4,0
637000,1,3,0
638000,1,4,0
639000,1,4,0
640000,2,4,0
641000,2,4,0
642000,2,3,1
643000,2,3,0
644000,1,4,0
645000,1,3,0
646000,1,3,0
647000,1,3,1
648000,3,4,0
649000,1,4,0
650000,1,4,0
651000,2,3,1
652000,3,4,0
653000,1,3,0
654000,1,3,1
655000,2,4,0
656000,3,4,1
657000,1,4,0
658000,2,4,0
659000,1,2,0
660000,1,2,1
661000,3,4,1
662000,1,4,0
663000,3,4,0
664000,2,3,0
665000,1,4,0
666000,1,3,0
667000,1,4,0
668000,1,3,0
669000,2,3,0
670000,1,4,0
671000,1,3,0
672000,1,3,0
673000,2,3,1
674000,2,3,1
675000,1,2,1
676000,2,4,0
677000,1,3,0
678000,2,3,0
679000,1,2,1
680000,2,4,0
681000,2,3,0
682000,1,4,0
683000,1,2,1
684000,1,3,0
685000,2,3,0
686000,2,3,0
687000,1,3,0
688000,1,4,0
689000,1,3,0
690000,3,4,0
691000,2,4,0
692000,1,2,1
693000,2,3,0
694000,1,2,1
695000,1,4,0
696000,1,2,1
697000,2,4,0
698000,1,4,0
699000,2,3,0
700000,2,4,0
701000,1,3,0
702000,1,4,0
703000,1,3,0
704000,1,3,0
705000,3,4,0
706000,1,3,1
707000,1,3,1
708000,2,4,0
709000,1,3,1
710000,2,4,0
711000,1,4,0
712000,2,3,1
713000,1,3,1
714000,3,4,0
715000,2,3,1
716000,3,4,0
717000,1,3,0
718000,1,3,0
719000,2,4,0
720000,2,4,0
721000,1,2,0
722000,1,4,0
723000,2,4,0
724000,3,4,0
725000,1,2,1
726000,3,4,1
727000,2,4,0
728000,1,2,1
729000,1,3,0
730000,1,3,0
731000,2,3,0
732000,2,4,0
733000,2,4,0
734000,1,3,0
735000,2,3,0
736000,3,4,0
737000,3,4,0
738000,2,4,0
739000,1,2,1
740000,2,3,0
741000,1,3,0
742000,2,4,0
743000,1,4,0
744000,1,3,0
745000,1,2,1
746000,1,3,0
747000,1,3,0
748000,1,2,0
749000,1,3,0
750000,2,4,0
751000,2,4,0
752000,2,4,0
753000,1,3,0
754000,3,4,1
755000,2,4,0
756000,3,4,0
757000,2,4,0
758000,1,4,0
759000,3,4,0
760000,1,2,0
761000,1,4,0
762000,1,4,0
763000,1,2,0
764000,3,4,0
765000,1,2,0
766000,3,4,0
767000,1,4,0
768000,2,3,1
769000,2,3,1
770000,1,4,0
771000,3,4,0
772000,1,4,0
773000,1,4,0
774000,2,4,0
775000,1,3,0
776000,3,4,1
777000,1,4,0
778000,3,4,1
779000,2,3,1
780000,2,3,1
781000,3,4,0
782000,1,4,0
783000,1,4,0
784000,1,2,0
785000,1,2,0
786000,1,3,0
787000,1,2,0
788000,1,2,0
789000,2,4,0
790000,1,2,0
791000,2,3,0
792000,2,4,0
793000,2,4,0
794000,1,2,1
795000,1,4,0
796000,1,2,1
797000,1,3,0
798000,1,3,0
799000,1,2,0
800000,2,4,0
801000,1,3,0
802000,3,4,0
803000,2,4,0
804000,2,3,1
805000,2,4,0
806000,1,4,0
807000,1,2,0
808000,2,3,1
809000,1,3,0
810000,1,2,0
811000,2,4,0
812000,3,4,0
813000,2,3,0
814000,1,4,0
815000,2,3,0
816000,1,2,0
817000,1,3,0
818000,2,4,0
819000,2,4,0
820000,2,4,0
821000,1,2,0
822000,3,4,1
823000,1,4,0
824000,2,4,0
825000,1,4,0
826000,1,4,0
827000,1,3,0
828000,1,2,0
829000,1,3,0
830000,1,4,0
831000,1,3,0
832000,1,2,0
833000,3,4,0
834000,1,3,0
835000,1,4,0
836000,1,2,1
837000,2,4,0
838000,1,2,1
839000,1,4,0
840000,2,4,0
841000,1,3,0
842000,1,4,0
843000,3,4,1
844000,1,3,0
845000,1,2,0
846000,1,2,0
847000,3,4,1
848000,1,2,1
849000,2,3,1
850000,1,4,0
851000,3,4,0
852000,2,4,1
853000,2,3,1
854000,1,4,0
855000,2,4,0
856000,2,4,0
857000,1,4,0
858000,1,3,0
859000,1,2,1
860000,2,3,0
861000,1,4,0
862000,2,4,0
863000,1,2,0
864000,1,2,1
865000,1,3,0
866000,2,3,0
867000,2,4,0
868000,2,3,0
869000,1,2,1
870000,2,3,0
871000,1,4,0
872000,2,3,0
873000,3,4,0
874000,2,3,1
875000,1,3,0
876000,1,3,0
877000,2,3,0
878000,1,2,1
879000,1,4,0
880000,2,3,0
881000,1,2,1
882000,3,4,0
883000,3,4,0
884000,1,2,0
885000,2,4,0
886000,1,4,0
887000,2,3,0
888000,1,3,0
889000,1,2,0
890000,2,3,0
891000,2,3,0
892000,2,3,0
893000,2,3,1
894000,1,4,0
895000,3,4,0
896000,1,4,0
897000,1,2,0
898000,1,2,0
899000,2,4,0
900000,2,3,1
901000,2,3,0
902000,3,4,0
903000,2,3,0
904000,2,3,0
905000,1,3,0
906000,2,4,0
907000,2,4,0
908000,1,2,1
909000,3,4,1
910000,1,4,0
911000,1,2,1
912000,1,4,0
913000,3,4,0
914000,1,3,0
915000,1,2,1
916000,1,3,0
917000,1,2,1
918000,2,4,0
919000,3,4,1
920000,1,4,0
921000,1,2,1
922000,1,2,1
923000,2,3,0
924000,3,4,1
925000,1,3,0
926000,3,4,1
927000,1,2,1
928000,1,2,1
929000,1,2,1
930000,1,4,0
931000,1,4,0
932000,1,3,0
933000,1,4,0
934000,1,3,0
935000,2,4,0
936000,2,3,0
937000,3,4,0
938000,2,3,1
939000,1,3,1
940000,2,3,1
941000,3,4,1
942000,1,2,0
943000,1,2,0
944000,1,4,0
945000,3,4,1
946000,3,4,0
947000,2,4,0
948000,2,3,1
949000,2,4,0
950000,1,2,0
951000,1,2,0
952000,1,4,0
953000,2,4,0
954000,1,2,1
955000,2,3,0
956000,1,3,0
957000,1,2,1
958000,1,2,1
959000,2,3,0
960000,1,2,1
961000,2,4,0
962000,2,3,0
963000,2,4,0
964000,2,3,0
965000,1,4,0
966000,3,4,0
967000,1,3,0
968000,1,4,0
969000,3,4,0
970000,2,4,0
971000,1,3,0
972000,1,2,0
973000,1,3,0
974000,1,3,0
975000,3,4,1
976000,2,4,0
977000,1,2,1
978000,1,3,0
979000,2,4,0
980000,2,4,0
981000,1,4,0
982000,2,4,0
983000,2,3,0
984000,3,4,0
985000,1,3,0
986000,2,4,0
987000,3,4,0
988000,1,2,0
989000,1,3,1
990000,3,4,0
991000,3,4,0
992000,2,4,0
993000,2,3,0
994000,2,4,0
995000,1,3,0
996000,1,4,0
997000,2,4,0
998000,1,4,0
999000,1,4,0
1000000,2,3,0
1001000,1,4,0
1002000,1,4,0
1003000,2,3,0
1004000,3,4,0
1005000,1,4,0
1006000,2,4,0
1007000,1,4,0
1008000,1,3,1
1009000,1,4,1
1010000,1,3,0
1011000,1,2,1
1012000,1,4,0
1013000,1,2,0
1014000,1,4,0
1015000,2,3,0
1016000,3,4,1
1017000,2,3,1
1018000,1,3,0
1019000,2,3,0
1020000,1,2,1
1021000,1,3,0
1022000,1,3,0
1023000,3,4,0
1024000,3,4,0
1025000,2,3,0
1026000,2,4,0
1027000,2,4,0
1028000,2,4,0
1029000,2,4,0
1030000,2,3,0
1031000,2,3,0
1032000,2,3,0
1033000,2,4,0
1034000,1,4,0
1035000,1,3,0
1036000,1,3,0
1037000,1,3,0
1038000,1,4,0
1039000,2,3,0
1040000,1,3,0
1041000,1,2,1
1042000,2,3,0
1043000,2,3,1
1044000,1,3,0
1045000,1,4,0
1046000,1,4,0
1047000,1,2,0
1048000,1,2,1
1049000,3,4,0
1050000,1,2,1
1051000,1,2,1
1052000,1,2,1
1053000,1,2,1
1054000,2,3,0
1055000,2,4,0
1056000,1,3,0
1057000,2,4,0
1058000,3,4,1
1059000,3,4,1
1060000,3,4,0
1061000,1,2,1
1062000,1,2,1
1063000,1,2,0
1064000,3,4,0
1065000,3,4,0
1066000,1,3,1
1067000,3,4,0
1068000,2,4,0
1069000,3,4,0
1070000,1,3,0
1071000,1,2,1
1072000,1,2,1
1073000,2,4,0
1074000,3,4,0
1075000,1,4,0
1076000,3,4,1
1077000,2,3,0
1078000,3,4,1
1079000,3,4,1
1080000,2,4,0
1081000,1,4,0
1082000,3,4,1
1083000,3,4,1
1084000,1,3,0
1085000,3,4,0
1086000,1,2,1
1087000,1,2,1
1088000,1,2,0
1089000,2,3,0
1090000,1,3,0
1091000,1,3,0
1092000,1,4,0
1093000,2,3,0
1094000,1,2,1
1095000,2,4,0
1096000,1,4,0
1097000,2,3,0
1098000,1,2,1
1099000,1,3,0
1100000,1,3,0
1101000,3,4,1
1102000,1,3,0
1103000,2,4,0
1104000,2,3,1
1105000,2,4,0
1106000,2,3,0
1107000,1,2,0
1108000,1,4,0
1109000,2,4,0
1110000,1,3,0
1111000,2,4,0
1112000,1,4,0
1113000,3,4,0
1114000,1,3,0
1115000,3,4,1
1116000,1,4,0
1117000,1,2,0
1118000,1,4,0
1119000,2,3,0
1120000,1,4,0
1121000,1,4,0
1122000,1,2,0
1123000,2,3,0
1124000,3,4,0
1125000,2,3,0
1126000,1,3,0
1127000,1,2,1
1128000,2,3,0
1129000,2,3,0
1130000,1,3,0
1131000,3,4,0
1132000,2,3,1
1133000,3,4,0
1134000,1,4,0
1135000,2,4,0
1136000,3,4,0
1137000,1,4,0
1138000,1,2,0
1139000,3,4,0
1140000,1,4,0
1141000,1,4,0
1142000,2,4,0
1143000,3,4,0
1144000,2,4,0
1145000,1,3,0
1146000,1,4,0
1147000,1,3,0
1148000,2,4,0
1149000,1,2,0
1150000,1,2,0
1151000,2,4,0
1152000,2,4,0
1153000,2,3,0
1154000,1,2,0
1155000,2,3,0
1156000,1,4,0
1157000,1,2,0
1158000,1,3,0
1159000,1,3,0
1160000,1,2,0
1161000,2,4,0
1162000,3,4,0
1163000,2,4,0
1164000,3,4,0
1165000,1,2,0
1166000,1,2,0
1167000,2,3,1
1168000,2,3,0
1169000,2,4,0
1170000,2,3,0
1171000,3,4,0
1172000,1,3,0
1173000,1,2,1
1174000,1,3,0
1175000,3,4,0
1176000,1,4,0
1177000,2,4,0
1178000,2,3,0
1179000,1,2,1
1180000,1,3,0
1181000,3,4,0
1182000,1,3,0
1183000,3,4,0
1184000,1,3,1
1185000,1,4,0
1186000,1,3,1
1187000,1,2,0
1188000,2,3,1
1189000,1,2,0
1190000,1,4,0
1191000,1,2,0
1192000,2,4,0
1193000,2,3,1
1194000,1,4,0
1195000,1,2,0
1196000,1,3,0
1197000,3,4,0
1198000,1,2,0
1199000,1,3,0
1200000,2,4,0
1201000,3,4,0
1202000,1,3,0
1203000,1,3,0
1204000,1,4,0
1205000,1,3,0
1206000,2,4,0
1207000,2,4,0
1208000,1,3,0
1209000,3,4,0
1210000,1,3,0
1211000,1,2,0
1212000,2,3,0
1213000,3,4,0
1214000,2,4,0
1215000,2,3,0
1216000,1,2,1
1217000,1,2,1
1218000,2,4,0
1219000,1,3,0
1220000,3,4,0
1221000,1,2,1
1222000,2,3,0
1223000,1,4,0
1224000,1,3,0
1225000,2,4,0
1226000,2,4,0
1227000,1,4,0
1228000,3,4,0
1229000,2,4,0
1230000,3,4,0
1231000,3,4,0
1232000,3,4,0
1233000,1,2,1
1234000,1,4,0
1235000,2,3,0
1236000,1,3,0
1237000,1,2,1
1238000,2,3,0
1239000,3,4,0
1240000,1,4,0
1241000,1,2,1
1242000,1,4,0
1243000,1,3,0
1244000,1,4,0
1245000,2,4,0
1246000,3,4,0
1247000,1,4,0
1248000,2,3,0
1249000,2,4,0
1250000,1,3,0
1251000,2,3,0
1252000,1,3,0
1253000,1,4,0
1254000,1,4,0
1255000,2,3,0
1256000,1,2,0
1257000,2,3,0
1258000,2,4,0
1259000,1,4,0
1260000,2,3,0
1261000,1,4,0
1262000,1,4,0
1263000,1,3,0
1264000,1,3,0
1265000,1,3,0
1266000,2,4,0
1267000,1,2,1
1268000,2,3,0
1269000,3,4,0
1270000,3,4,0
1271000,2,3,0
1272000,1,2,0
1273000,2,3,0
1274000,1,4,0
1275000,1,2,1
1276000,1,2,1
1277000,1,3,0
1278000,2,3,0
1279000,2,4,0
1280000,1,4,0
1281000,1,2,1
1282000,1,3,0
1283000,2,4,0
1284000,1,2,1
1285000,2,3,0
1286000,2,3,0
1287000,1,4,0
1288000,1,2,1
1289000,2,4,0
1290000,2,4,0
1291000,2,3,0
1292000,1,4,0
1293000,1,3,0
1294000,2,4,0
1295000,1,2,0
1296000,3,4,0
1297000,2,3,0
1298000,1,4,0
1299000,1,4,0
1300000,1,3,0
1301000,1,3,0
1302000,3,4,0
1303000,1,3,0
1304000,3,4,0
1305000,2,4,0
1306000,3,4,0
1307000,1,4,0
1308000,2,3,0
1309000,1,2,1
1310000,1,4,0
1311000,1,3,0
1312000,2,3,0
1313000,1,2,1
1314000,1,4,0
1315000,1,4,0
1316000,2,4,0
1317000,2,3,0
1318000,1,3,0
1319000,2,4,0
1320000,2,4,0
1321000,1,2,1
1322000,1,4,0
1323000,2,3,0
1324000,1,2,0
1325000,1,3,0
1326000,1,4,0
1327000,2,4,0
1328000,1,4,0
1329000,2,3,0
1330000,3,4,0
1331000,2,4,0
1332000,2,3,1
1333000,2,3,1
1334000,2,3,1
1335000,3,4,0
1336000,1,3,0
1337000,2,3,0
1338000,1,2,0
1339000,1,3,0
1340000,2,4,0
1341000,1,4,0
1342000,2,4,0
1343000,2,3,0
1344000,1,4,0
1345000,1,2,1
1346000,1,3,0
1347000,1,4,0
1348000,1,2,0
1349000,1,3,0
1350000,1,2,0
1351000,1,2,0
1352000,3,4,0
1353000,2,4,0
1354000,1,4,0
1355000,2,4,0
1356000,2,3,0
1357000,2,4,0
1358000,3,4,0
1359000,1,4,0
1360000,3,4,0
1361000,1,3,0
1362000,3,4,1
1363000,1,3,0
1364000,2,4,0
1365000,1,4,0
1366000,2,4,0
1367000,1,4,0
1368000,1,3,0
1369000,3,4,0
1370000,1,2,1
1371000,1,3,0
1372000,1,3,0
1373000,3,4,0
1374000,1,3,0
1375000,1,3,0
1376000,2,3,0
1377000,2,4,0
1378000,3,4,0
1379000,3,4,0
1380000,1,4,0
1381000,2,3,0
1382000,2,4,0
1383000,2,3,0
1384000,1,4,0
1385000,1,2,1
1386000,1,3,0
1387000,2,3,1
1388000,1,2,0
1389000,1,4,0
1390000,1,4,0
1391000,1,3,1
1392000,2,3,1
1393000,2,3,0
1394000,2,4,0
1395000,1,3,0
1396000,2,3,0
1397000,3,4,0
1398000,1,4,0
1399000,2,3,0
1400000,1,4,0
1401000,1,2,1
1402000,3,4,1
1403000,2,4,0
1404000,1,3,0
1405000,1,3,0
1406000,3,4,1
1407000,2,4,0
1408000,3,4,1
1409000,1,3,0
1410000,2,4,0
1411000,1,3,0
1412000,1,2,0
1413000,1,4,0
1414000,1,2,0
1415000,1,4,0
1416000,3,4,0
1417000,2,4,0
1418000,1,3,0
1419000,1,3,0
1420000,1,4,0
1421000,1,3,0
1422000,1,4,0
1423000,3,4,0
1424000,3,4,0
1425000,2,3,1
1426000,1,3,0
1427000,1,3,0
1428000,1,2,1
1429000,1,2,1
1430000,3,4,0
1431000,3,4,0
1432000,1,2,0
1433000,1,3,0
1434000,1,3,0
1435000,3,4,1
1436000,2,4,0
1437000,3,4,1
1438000,3,4,0
1439000,2,4,0
1440000,2,4,0
1441000,2,3,1
1442000,1,3,1
1443000,1,2,0
1444000,2,3,1
1445000,1,3,0
1446000,3,4,1
1447000,1,3,0
1448000,1,4,0
1449000,3,4,0
1450000,3,4,1
1451000,2,3,0
1452000,2,4,0
1453000,3,4,0
1454000,1,2,0
1455000,1,2,0
1456000,2,4,0
1457000,2,3,1
1458000,2,4,0
1459000,2,4,0
1460000,2,4,0
1461000,1,4,0
1462000,1,4,0
1463000,2,3,1
1464000,1,3,0
1465000,1,4,0
1466000,1,3,0
1467000,1,2,0
1468000,3,4,1
1469000,1,4,0
1470000,2,3,0
1471000,2,4,0
1472000,1,3,0
1473000,2,4,0
1474000,2,3,0
1475000,1,4,0
1476000,2,4,0
1477000,3,4,1
1478000,1,4,0
1479000,1,3,0
1480000,1,2,1
1481000,3,4,1
1482000,1,2,1
1483000,2,3,0
1484000,1,4,0
1485000,3,4,1
1486000,2,3,0
1487000,1,4,0
1488000,1,4,0
1489000,2,4,0
1490000,1,4,0
1491000,3,4,1
1492000,2,3,0
1493000,1,3,0
1494000,2,3,0
1495000,1,3,0
