"","x"
"1",2.30074745327128e-05
"2",8.97724392105457e-05
"3",0.00374696825626028
"4",0.0015549761297768
"5",1.77207624050188e-05
"6",0.000534801370712459
"7",0.00157434601226439
"8",0.0106109527369127
"9",8.52561834708591e-05
"10",0.0257710810596498
"11",0.0117323966687739
"12",0.000126424453499438
"13",0.00356770705231763
"14",0.0242608747653027
"15",0.00255888966488309
"16",0.00190693934646285
"17",0.00286613021903365
"18",0.000183071982240217
"19",0.00122717976529035
"20",0.000588307448706435
"21",0.000533162932045857
"22",0.0918102419637466
"23",0.00265867705080874
"24",0.000757699844332587
"25",0.000148979541434065
"26",0.000730593930256251
"27",0.000407707705291951
"28",0.000169181273715857
"29",0.0223073133783375
"30",4.77347510366191e-05
"31",0.00168370995224996
"32",0.0975094365127092
"33",1.8163445204051e-05
"34",0.0109834190462612
"35",3.31303708180884e-21
"36",9.74347653749312e-05
"37",0.0347456451247138
"38",0.00218363977221642
"39",0.000467453653981965
"40",0.000463154227537757
"41",0.00851271274328982
"42",0.00155882152152531
"43",0.00237567717353007
"44",0.000125091000343242
"45",0.00142318756575562
"46",0.000631230646331505
"47",2.6876195507184e-05
"48",1.44414697133048e-05
"49",0.0129075084624926
"50",0.000273796868280588
"51",0.000629805629462839
"52",0.00036398697604963
"53",6.11133106774687e-05
"54",0.00012971790254189
"55",0.000253371422469767
"56",0.000742293026900985
"57",0.00578491352114416
"58",0.00184752392638777
"59",3.304699057206e-09
"60",0.00230531892986164
"61",0.0430832446020834
"62",0.000408976583359913
"63",0.00049497810749474
"64",0.00222414210102301
"65",0.00559960720021753
"66",0.000844134149040295
"67",0.0380370475801065
"68",0.00113222125927457
"69",0.00199663371211626
"70",0.0107989875575354
"71",0.00323330640595346
"72",0.000134565343678524
"73",0.00143605434950773
"74",0.00452609814634142
"75",0.000331969683023311
"76",0.00279031297060411
"77",0.000539823488236146
"78",0.000764712596424288
"79",0.00110383994243868
"80",0.000533404543127796
"81",0.000345532986142359
"82",0.0576151806758209
"83",0.000654259528000013
"84",0.027303596006176
"85",0.000135849991612628
"86",0.000638597303393113
"87",0.00113454084573591
"88",0.0233972793370365
"89",0.000764343951626868
"90",0.0147142312287251
"91",0.00234783568562318
"92",0.000906426299673283
"93",0.00136938916842514
"94",0.000105567704792141
"95",0.000210720069644431
"96",0.000699970935200002
"97",0.00126898573476746
"98",0.000217700428889163
"99",5.46731970362497e-05
"100",0.104272355912225
