"pval","rate.mon","rate.hol","conv"
3.88364709258404e-06,0.196549113820424,0.0506785674165639,"Optimization has converged."
1.16157585016152e-05,0.16305381757385,0.0454812579867193,"Optimization has converged."
7.72609790966605e-06,0.177171419271404,0.0481447380810304,"Optimization has converged."
5.05933384509216e-06,0.190215592119085,0.0500934585282703,"Optimization has converged."
0.000234937489825393,0.166470182087107,0.0580663638064865,"Optimization has converged."
2.24909737890355e-05,0.183009521668505,0.0542387593147529,"Optimization has converged."
2.96132049626419e-06,0.193138709386501,0.0494036478975318,"Optimization has converged."
1.57473810972197e-05,0.158417481775016,0.0455316614180842,"Optimization has converged."
2.40235546100642e-06,0.18464961557202,0.0461358426404293,"Optimization has converged."
1.02894210908255e-05,0.161605828795461,0.0455759707383199,"Optimization has converged."
3.65852996764282e-06,0.211667956428952,0.054815816352351,"Optimization has converged."
5.2395650335324e-05,0.17294181921744,0.0542822720309669,"Optimization has converged."
4.14955041305731e-06,0.177910852262702,0.0470435694621616,"Optimization has converged."
3.40321623160111e-06,0.171274669518123,0.0449871808531156,"Optimization has converged."
8.45688160510116e-05,0.182953438132111,0.0595724496485075,"Optimization has converged."
0.000200180048131937,0.168681624858662,0.0572372555902938,"Optimization has converged."
5.07132000848731e-06,0.180861529714151,0.0477448583805334,"Optimization has converged."
1.17339801289917e-05,0.196764279484122,0.054678347406386,"Optimization has converged."
2.20875036738288e-05,0.173923884505921,0.0510576007460026,"Optimization has converged."
2.75813721473117e-06,0.192943561761407,0.0488150885916812,"Optimization has converged."
9.35243108035611e-06,0.191778709813489,0.0526239202784799,"Optimization has converged."
2.07428862226688e-05,0.159207425987103,0.0465262741378716,"Optimization has converged."
1.85422067853214e-05,0.168660861244667,0.0489416093298296,"Optimization has converged."
1.70329369419964e-06,0.174066307960998,0.0434399590637676,"Optimization has converged."
9.90224140573481e-07,0.184059891951953,0.0432594513217616,"Optimization has converged."
6.92198164065072e-06,0.177949045005479,0.0474860110729621,"Optimization has converged."
6.87767498730452e-07,0.191037332321087,0.0446091092982941,"Optimization has converged."
2.71217666081291e-05,0.180368209348948,0.0538265099758376,"Optimization has converged."
1.06469474125959e-07,0.267172266291084,0.0541352002930474,"Optimization has converged."
3.06768635504051e-05,0.171656656374539,0.0521318169821864,"Optimization has converged."
2.73318914245646e-06,0.197888336447356,0.0502184356395886,"Optimization has converged."
0.400568058807032,0.166057108414374,0.133614594693163,"Optimization has converged."
5.99410768464814e-06,0.179677599371444,0.0479313418843157,"Optimization has converged."
1.26160578148848e-05,0.185311573942106,0.0516936601277217,"Optimization has converged."
1.04681210366664e-08,0.300684199623354,0.0529525755469526,"Optimization has converged."
3.89756786500772e-06,0.177875353299836,0.0462761492349325,"Optimization has converged."
1.35130544024475e-05,0.183473469008558,0.0523017022249522,"Optimization has converged."
9.41858291425568e-06,0.17799528176061,0.0489583960077515,"Optimization has converged."
1.18523801159176e-05,0.182121683209438,0.051419712408732,"Optimization has converged."
7.76154260528905e-07,0.193821198280826,0.0457297596952138,"Optimization has converged."
1.88955038477046e-05,0.175725666249707,0.0513843557714188,"Optimization has converged."
9.12698380095556e-07,0.179871014293674,0.0427107319740006,"Optimization has converged."
2.0804776289518e-06,0.194762143436647,0.0491533935850082,"Optimization has converged."
1.40147056060247e-06,0.19719500475419,0.0477578161272382,"Optimization has converged."
1.13573543712997e-05,0.172729353484532,0.0472216985800043,"Optimization has converged."
1.12734930910463e-05,0.193817106334651,0.0554195497986316,"Optimization has converged."
6.16622978821812e-06,0.185604560357427,0.049506170158645,"Optimization has converged."
5.21963613198118e-06,0.188761783385182,0.0500908873203256,"Optimization has converged."
5.2904435242751e-05,0.173391347525061,0.0545434279847858,"Optimization has converged."
2.51355112967921e-06,0.203223199736788,0.0510250101521233,"Optimization has converged."
4.89479129273107e-06,0.177396506125761,0.0477171082238285,"Optimization has converged."
2.57509592976879e-05,0.176611062789286,0.0525259912489802,"Optimization has converged."
1.00433132838029e-05,0.159457796268992,0.0451235296037348,"Optimization has converged."
1.74805885141405e-05,0.165958330005974,0.0479773749633408,"Optimization has converged."
7.2770766664787e-06,0.171970215716931,0.047777577131779,"Optimization has converged."
9.88671972390609e-06,0.15239238098029,0.0412744059475635,"Optimization has converged."
1.67037122600355e-06,0.180734688045692,0.0442742546260396,"Optimization has converged."
2.28063914786691e-05,0.179508299647045,0.0530597352622239,"Optimization has converged."
6.823188591909e-08,0.212471169802619,0.0426692044812434,"Optimization has converged."
3.21727798244797e-05,0.186426754189248,0.0562910409204447,"Optimization has converged."
3.07246658263205e-05,0.146063982798222,0.0448553495153928,"Optimization has converged."
0.000280437308194492,0.165218818177454,0.0584682016963914,"Optimization has converged."
2.02017041639468e-05,0.16418502375671,0.047944078454763,"Optimization has converged."
7.23728863522011e-05,0.164611168558417,0.0531257785754621,"Optimization has converged."
4.12801852323064e-06,0.187807036577891,0.0497570246827339,"Optimization has converged."
0.000112045359907831,0.175927630609294,0.0590362111771768,"Optimization has converged."
1.0910945591025e-05,0.16928223886712,0.0476193324795572,"Optimization has converged."
2.08329129782747e-05,0.193838709125036,0.0570865435710642,"Optimization has converged."
3.91593705801885e-05,0.169085936015367,0.0514738224992747,"Optimization has converged."
8.72904676734176e-05,0.165066077340235,0.0542835568282985,"Optimization has converged."
8.12208491696165e-06,0.183429657531591,0.0507797035952979,"Optimization has converged."
5.83375738139047e-06,0.163587098293365,0.044163766619327,"Optimization has converged."
3.85794447166354e-06,0.164221224239319,0.0425819793724962,"Optimization has converged."
1.15308360633115e-05,0.16257169868767,0.045788934174225,"Optimization has converged."
1.72942430631817e-06,0.187258257997064,0.0459259433797588,"Optimization has converged."
4.0684422992765e-06,0.185392917065054,0.048460202270085,"Optimization has converged."
1.6304369075959e-06,0.179139531984934,0.043425888582306,"Optimization has converged."
4.74901833025232e-06,0.185951130593202,0.0494414600726067,"Optimization has converged."
6.03477128466867e-05,0.170589249594046,0.0538485396346786,"Optimization has converged."
4.51912284132883e-05,0.175069363918495,0.0547304509659544,"Optimization has converged."
1.17118663912619e-05,0.160327013292095,0.046436416555294,"Optimization has converged."
6.56222453073729e-05,0.169529517247156,0.0533786988622313,"Optimization has converged."
6.86652713755009e-06,0.1691357729451,0.0461311989461974,"Optimization has converged."
5.4518244548829e-06,0.168614706645574,0.0449743996644408,"Optimization has converged."
6.19486367070543e-06,0.180270294389286,0.047203313619016,"Optimization has converged."
8.675625084964e-05,0.161199013291709,0.0523312080899753,"Optimization has converged."
5.49107960101658e-06,0.172107623301886,0.0457080829475013,"Optimization has converged."
3.57485502099353e-05,0.175509743947342,0.0542479597555886,"Optimization has converged."
7.65568517357984e-07,0.201926760099354,0.0475938381301184,"Optimization has converged."
4.32641591663341e-06,0.186920126328853,0.0492625810882664,"Optimization has converged."
9.89412591301253e-07,0.176993262596178,0.0424294817389889,"Optimization has converged."
1.14125412163935e-05,0.168261172046917,0.0473774197941192,"Optimization has converged."
2.44605019183997e-05,0.163758392752436,0.0472116897266624,"Optimization has converged."
0.000134732949451544,0.165694796351666,0.0565326109691567,"Optimization has converged."
9.29172504726683e-06,0.177505967155932,0.0483052396243834,"Optimization has converged."
1.8014524601373e-05,0.187143403877049,0.0546220057695602,"Optimization has converged."
1.4402273376124e-06,0.178885984295093,0.0428412815022795,"Optimization has converged."
1.60256647628865e-05,0.176323609247673,0.0500529655147581,"Optimization has converged."
2.02076196631484e-06,0.183427995177765,0.0455597810718315,"Optimization has converged."
4.66289902090189e-05,0.180059430542557,0.0563537526950112,"Optimization has converged."
