"","pvals.content","beta.content","prop.var.exp","intercept"
"65",0.00559960720021747,758.3649368859,0.323505372463422,4471137.13142766
"66",0.00084413414904032,931.88172699871,0.328630570018381,4598013.87436231
"67",0.0380370475801062,385.640398253832,0.307953625925484,4541991.81573282
"68",0.00113222125927455,1106.59996086218,0.301938148187045,4552824.944697
"69",0.00199663371211624,773.761844548562,0.325908872390158,4420992.23307108
"70",0.0107989875575355,575.1651812662,0.285087838317778,4349798.95386608
"71",0.00323330640595341,870.00054151936,0.317247046029584,4458948.21717585
"72",0.000134565343678525,1275.03119067007,0.289004043201248,4465347.53991238
"73",0.00143605434950772,892.798636040275,0.312381063313112,4619196.42308636
"74",0.00452609814634143,756.957457233559,0.307305910436432,4587678.20111499
"75",0.000331969683023312,1257.99790177364,0.287586174056253,4377625.96448982
"76",0.00279031297060407,863.016105522082,0.310174688743856,4486131.56421877
"77",0.000539823488236131,978.045275769514,0.29937176604162,4430813.90629726
"78",0.000764712596424265,923.690568260471,0.320611465780124,4684954.04055942
"79",0.00110383994243868,984.985534690402,0.304826226582183,4265081.88352245
"80",0.000533404543127812,1064.29589487237,0.324679386228485,4664556.19610196
"81",0.000345532986142368,1191.74945205922,0.312060425282142,4247977.4167709
"82",0.05761518067582,279.523933401971,0.322519389566594,4755256.62076099
"83",0.000654259528000016,1016.41944451548,0.308828186232262,4060993.41107902
"84",0.0273035960061754,429.745593255596,0.317423050366772,4908798.17907598
"85",0.000135849991612625,1301.39498960231,0.301127542986377,4408585.25936201
"86",0.000638597303393097,1078.45387867309,0.304469528320339,4450920.45063162
"87",0.0011345408457359,958.685828919349,0.330223928440075,4455415.98337063
"88",0.0233972793370371,413.671033019604,0.308714427946399,4696688.44481223
"89",0.000764343951626898,995.483998649597,0.306975250151379,4299130.66953875
"90",0.0147142312287252,526.239147500649,0.30228441230912,4453877.57631002
"91",0.00234783568562312,696.844472744963,0.305455372980362,4339671.56066224
"92",0.000906426299673273,985.429765523957,0.309001776047535,4309775.04717883
"93",0.00136938916842515,903.997617349229,0.309415928262847,4408574.96004125
"94",0.000105567704792143,1101.46979898592,0.329363765096436,4280474.08236926
"95",0.000210720069644432,1113.91539320456,0.331421131832273,4429863.8389132
"96",0.000699970935200021,1098.13749405094,0.305005742801224,4248773.85669874
"97",0.00126898573476745,902.963704561212,0.300562445042732,4483180.2690702
"98",0.000217700428889161,1129.84998149214,0.302886464052178,4207226.37947659
"99",5.46731970362506e-05,1386.4800351303,0.298720624929148,4041539.13460006
"100",0.104272355912227,246.676680439435,0.282714851571473,4392283.98901887
